ID,question,category
829,"Extract key content based on the background information and the conversation:Jason Douglas starred in No Country for Old MenNo Country for Old Men is written by Joel Coen. Joel Coen directed True GritTrue Grit is written by Charles Portis[Human]: Do you know about the actor Jason Douglas? [Assistant]: I know that he stared in Sin City and No Country for Old Men. [Human]: I believe No Country for Old Men was written by Joel Coen. He also directed True Grit, which was amazing. Only provide the simplified text as the answer.",dialogue
830,"Extract key content based on the background information and the conversation:Maria Sharapova : `~has_person`: BradentonBradenton : `has_person`: Xavier Malisse. Xavier Malisse : `Sport played`: TennisXavier Malisse : `~Matches Lost`: Roger Federer[Human]: Do you follow the tennis player Maria Sharapova? [Assistant]: Is she the one from Bradenton, Florida? I like her. [Human]: Yes, I believe that is where she is from. She plays a good game for sure! Do you like any other tennis players? [Assistant]: Yeah, I like Tyler Pastornicky. I think he's also from her hometown.  [Human]: I didn't realize how many came from that area,  Xavier Malisse and Tommy Haas as well! Only provide the simplified text as the answer.",dialogue
831,"Extract key content based on the background information and the conversation:Pat Conroy wrote The Water is WideThe Water is Wide is written by Pat Conroy. Pat Conroy : `Place of birth`: AtlantaPat Conroy : `Place of birth`: Atlanta[Human]: Could you recommend anything from Pat Conroy? [Assistant]: Sure thing! He wrote The Water is Wide, The Prince of Tides and The Lords of Discipline. [Human]: When was The Water is Wide released?  [Assistant]: That would be 1969 the same year that the Slaughterhouse-Five was released. [Human]: I think I've heard of Pat Conroy before, was he born in Atlanta? Only provide the simplified text as the answer.",dialogue
832,Extract key content based on the background information and the conversation:Spider-Man 2 is written by Stan Lee. Stan Lee wrote The Incredible Hulk[Human]: I like Spider-Man 2 very much. Could you recommend similar movies? [Assistant]: Iron Man 2 is a good one and so is the Incredible Hulk plus any X-Men movie as well.  [Human]: Could you tell me who starred in Iron Man 2? [Assistant]: That would be Robert Downey Jr. as Tony Starks AKA Iron Man.  [Human]: I am a huge fan of Robert Downey Jr. I think I will be Iron Man 2. Thank you for this recommendation. Only provide the simplified text as the answer.,dialogue
833,"Extract key content based on the background information and the conversation:The Great Gatsby has genre Fiction. Fiction has examples: The Surgeon[Human]: Do you know of any books like the Great Gatsby? [Assistant]: Yes, do you like fiction books? [Human]: I love fiction [Assistant]: The Surgeon and The Bronze Bow are good fiction books.  [Human]: Who wrote The Surgeon? Only provide the simplified text as the answer.",dialogue
834,"Extract key content based on the background information and the conversation:Kami Garcia wrote Dream Dark[Human]: Do you know any of Kami Garcia's works? [Assistant]: Sure!  Kami Garcia wrote Dream Dark and Beautiful Redemption which are Young-adult fiction novels. Have you read either of these yet? [Human]: I haven't, but I like reading YA fiction to relax. I really like Cassandra Clare and suspense and or supernatural novels. [Assistant]: Dream Dark was released in 2011, which is the same year Dragon's Oath was released, it is a suspense novel.  Have you read it? [Human]: Is Dragon's Oath also by Kami Garcia? Only provide the simplified text as the answer.",dialogue
835,"Extract key content based on the background information and the conversation:Fury is starring Brad PittBrad Pitt starred in The Tree of Life. The Tree of Life has genre FantasyThe Tree of Life is starring Sean Penn[Human]: Have you heard of a movie called Fury? Do you like it? [Assistant]: The movie was ok, the emotion is better.  Brad Pitt was pretty good.  Do you like movies about war that were converted from video games? [Human]: I like Brad Pitt. He starred in The Tree of Life Right? Only provide the simplified text as the answer.",dialogue
836,"Extract key content based on the background information and the conversation:Diane Setterfield wrote The Thirteenth Tale[Human]: Do you know of Diane Setterfield? [Assistant]: Yes, she is the author of the thriller The Thirteenth Tale. Do you enjoy thriller novels? [Human]: I do. Could you tell me more? [Assistant]: You might also enjoy other thrillers, such as The Cobra Event or Sin City. [Human]: The Cobra Event. What's that about? Only provide the simplified text as the answer.",dialogue
837,Extract key content based on the background information and the conversation:Aldous Huxley wrote IslandIsland has example: Star Island. Star Island is written by Carl HiaasenStar Island is written by Carl Hiaasen[Human]: Could you recommend books written by Aldous Huxley? [Assistant]: Sure. He wrote Island and Brave New World. Are you familiar with either of those? [Human]: I have not read both. Is that the same as Star Island or different book? Only provide the simplified text as the answer.,dialogue
838,"Extract key content based on the background information and the conversation:Mission: Impossible - Ghost Protocol is starring Tom Cruise[Human]: I like, Mission: Impossible - Ghost Protocol, do you know who stars in it? Only provide the simplified text as the answer.",dialogue
839,"Extract key content based on the background information and the conversation:Crescendo is written by Becca Fitzpatrick. Becca Fitzpatrick wrote Hush, HushBecca Fitzpatrick wrote Hush, Hush. Hush, Hush has genre Romance novelRomance novel has examples: A Touch of Dead[Human]: Could you recommend some books similar to Crescendo? [Assistant]: Hush is a great book similar to Crescendo [Human]: Who is it written by? [Assistant]: Becca Fitzpatrick wrote both Hush and Crescendo. [Human]: Is it the same genre? Only provide the simplified text as the answer.",dialogue
840,"Extract key content based on the background information and the conversation:Michelle Wie is a/an Athlete[Human]: Do you know who Michelle Wie is? [Assistant]: Isn't she a pro golfer? I think she was born in Honolulu. [Human]: I have never heard of her. Do you know of any other pro golfers? [Assistant]: I know a few, like Wayne Rooney, Tiger Woods and Tom Brday. [Human]: Tiger Woods is really the only one I know, where is he from? Only provide the simplified text as the answer.",dialogue
841,"Extract key content based on the background information and the conversation:Clockwork Princess has genre AdventureAdventure has examples: Clockwork Prince. Clockwork Prince is written by Cassandra ClareCassandra Clare wrote The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass[Human]: Could you recommend something similar to the clockwork princess? [Assistant]: That is a young-adult fiction adventure book. Did you know that there is also another book in that series, Clockwork Prince. [Human]: The series is written by Cassandra Clare, right? I haven't read the second book. Has she written anything else? Only provide the simplified text as the answer.",dialogue
842,"Extract key content based on the background information and the conversation:Unforgiven is written by David Peoples[Human]: I really liked Unforgiven. Do you know who was in that? [Assistant]: Yes Morgan Freeman and Clint Eastwood  by David Peoples. [Human]: I believe David Peoples wrote other Sci-Fi movies, do you know which are they? [Assistant]: The Blood of Heroes and Blade Runner.  [Human]: Which do you recommend me to see first? Only provide the simplified text as the answer.",dialogue
843,"Extract key content based on the background information and the conversation:Daniel Defoe wrote The Fortunes and Misfortunes of the Famous Moll Flanders[Human]: Could you recommend some Daniel Defoe books? [Assistant]: Do you love Robinson Crusoe? Cause it appears he wrote some. [Human]: I do, could you tell me more about what he wrote. [Assistant]: He wrote The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner [Human]: When was this released? Only provide the simplified text as the answer.",dialogue
844,"Extract key content based on the background information and the conversation:Josh Hutcherson starred in The Kids Are All Right[Human]: Can you tell me what Josh Hutcherson has done? [Assistant]: Yes, he is a well known American actor and starred for example in the Hunger Games Triology. [Human]: Has he done anything else besides The Hunger Games? [Assistant]: He acted in The Kids are all right together with Mia Wasikowska. This is Comedy-Drama genre. [Human]: ok thanks.  I think I'll give that a try I like Mia.   Only provide the simplified text as the answer.",dialogue
845,Extract key content based on the background information and the conversation:Maroon 5 : `~Lyricist`: Makes Me Wonder[Human]: I like Maroon 5.  Do they have a new album? [Assistant]: I'm unsure if they have a new album but have you heard Makes Me Wonder that's one of my favorites by them  [Human]: Love that song.  What ablum is that on? [Assistant]: I believe it is on Songs about Jane which is one of their earlier albums [Human]: Ok.  Are they touring currently? Only provide the simplified text as the answer.,dialogue
846,"Extract key content based on the background information and the conversation:Jason Cope : `Country of nationality`: South Africa. South Africa : `Official Language`: Xhosa LanguageXhosa Language has examples: District 9. District 9 is starring Jed BrophyDistrict 9 has genre Sci-Fi[Human]: Do you have any information on Jason Cope, the actor? [Assistant]: Yes his is from South Africa  [Human]: Wow I didn't know that. Wasn't District 9, starrig Jed Brophy filmed in South Africa? Only provide the simplified text as the answer.",dialogue
847,"Extract key content based on the background information and the conversation:Madonna : `Spouse (or domestic partner)`: Guy Ritchie. Guy Ritchie directed RocknRolla[Human]: Do you know much about Madonna? When I was a young adult in the 80s, she was my favorite singer.  [Assistant]: I have to be honest, I wasn't around back then. But I know she was married to Guy Ritchie, and he directed RocknRolla. [Human]: I was all into MTV when it first hit the air. I would watch music videos nearly all day, and she was one that was all over. I don't like her newer music, though. What can you tell me about RocknRolla? [Assistant]: Alright, yes I have heard that MTV actually used to show music videos! It is a decent movie with a great cast, including Thandie Newton and Jeremy Piven. [Human]: I haven't checked MTV for a long time. It seems to only do shows mow. I don't see how you can have music tv without the music. That's quite funny. Didn't Guy Ritchie do a lot of things for that film? Only provide the simplified text as the answer.",dialogue
848,"Extract key content based on the background information and the conversation:The Fast and the Furious is written by Gary Scott Thompson. Gary Scott Thompson wrote Fast FiveFast Five is starring Eva MendesEva Mendes starred in Fast Five. Fast Five is a/an Film[Human]: Could you recommend any movies like The Fast and the Furious? [Assistant]: Fast Five written by Gary Scott Thompson is similar  [Human]: oh ok.  Is Eva Mendes in that one? [Assistant]: Yes, Eva Mendes is the starring actress. [Human]: What genre does that fall under , cuz I like Thrillers Only provide the simplified text as the answer.",dialogue
849,"Extract key content based on the background information and the conversation:Sofia Coppola wrote Somewhere. Somewhere is starring Nathalie Fay[Human]: I like Sofia Coppola, can you tell me few names of the movies she directed? [Assistant]: She directed Somewhere and Fog City Mavericks  [Human]: What is the genre of Somewhere?  [Assistant]: Somewhere has the genre Drama [Human]: Ok I like Drama can you suggest me more movies of this genre? Only provide the simplified text as the answer.",dialogue
850,"Extract key content based on the background information and the conversation:Becca Fitzpatrick wrote [Human]: Do you know who Becca Fitzpatrick is? I heard someone talking about her but never heard of her. [Assistant]: Becca Fitzpatrick wrote Hush Hush and Crescendo.  [Human]: I haven't heard of those, what genre are they? [Assistant]: Hush hush is a fantasy. Do you like that genre? [Human]: I am just getting into fantasy.  If you could recommend a couple more I would appreciate it. Only provide the simplified text as the answer.",dialogue
851,Extract key content based on the background information and the conversation:Quentin Tarantino wrote Reservoir Dogs. Reservoir Dogs has genre DramaReservoir Dogs is starring Quentin TarantinoQuentin Tarantino wrote Reservoir Dogs. Reservoir Dogs is starring Steve Buscemi[Human]: I like Quentin Tarantino. What are some films of his? [Assistant]: Quentin Tarantino has lots of films.  Some popular ones are Reservoir Dogs and Pulp Fiction.  Have you seen those? [Human]: Yes. When was Pulp Fiction released? [Assistant]: Pulp Fiction is a great movie!  It came out in 1994. [Human]: Is Quentin Tarantino an actor in Reservoir Dogs? Only provide the simplified text as the answer.,dialogue
852,Extract key content based on the background information and the conversation:Shane Black wrote The Long Kiss Goodnight. The Long Kiss Goodnight is starring Melina KanakaredesThe Long Kiss Goodnight is starring Yvonne ZimaYvonne Zima starred in The Long Kiss Goodnight. The Long Kiss Goodnight has genre Mystery[Human]: I like Shane Black's Lethal Weapon.  Do you know of any similar films?  [Assistant]: Shane Black also wrote The Long Kiss Goodnight and Kiss Kiss Bang Bang which are similar [Human]: I saw that film and loved it! I know Yvonne Zima is in it.  Who else stars in that movie? Only provide the simplified text as the answer.,dialogue
853,"Extract key content based on the background information and the conversation:Enrique Iglesias is a/an SingerSinger has example: Selena GomezSelena Gomez starred in Spring Breakers[Human]: do you like Enrique Iglesias? [Assistant]: No, I actually really don't, I really don't like his songs. [Human]: np what about  Selena Gomez? Only provide the simplified text as the answer.",dialogue
854,"Extract key content based on the background information and the conversation:Jack Thorne is a/an Television producerTelevision producer has example: James CameronJames Cameron wrote Titanic. Titanic is a/an Film[Human]: Do you know the author Jack Thorne? [Assistant]: I think he is a television producer and also is a screenwriter. [Human]: What has he produced? [Assistant]: I do not have any facts for that one but I can tell you he has a counterpart named James Cameron, also a producer. [Human]: James Cameron is quite well known. Can you tell me some of his films? Only provide the simplified text as the answer.",dialogue
855,"Extract key content based on the background information and the conversation:Patrick Fugit starred in White OleanderWhite Oleander is starring Stephen RootStephen Root starred in White Oleander[Human]: Do you have any movies with Patrick Fugit in them? [Assistant]: He was in White Oleander as well as We Bought A Zoo. Have you seen those? [Human]: I have not seen either but have heard of White Oleander. That's the one starring Janet Fitch and Stephen Root, right? can you tell me more about it? Only provide the simplified text as the answer.",dialogue
856,Extract key content based on the background information and the conversation:The Catcher in the Rye has genre Novel. Novel has examples: The Scar[Human]: Do you have any books similar to The Catcher in the Rye? Only provide the simplified text as the answer.,dialogue
857,"Extract key content based on the background information and the conversation:Indiana Jones and the Kingdom of the Crystal Skull is written by George Lucas[Human]: Do you have any information on the movie, Indiana Jones and the Kingdom of the Crystal Skull? [Assistant]: Sure!  It was written by George Lucas, and stars Shia LaBeouf, Karen Allen, and of course Harrison Ford.  Are you a fan of any of those people? [Human]: I do like George Lucas' work and am also a huge Harrison Ford fan. Do you have any suggestions for more work done by them? [Assistant]: Check out Star Wars!  It stars Carrie Fisher. [Human]: I love Carrie Fisher! What genre is Star Wars? Only provide the simplified text as the answer.",dialogue
858,"Extract key content based on the background information and the conversation:An Abundance of Katherines is written by John GreenJohn Green wrote The Fault in Our StarsThe Fault in Our Stars is written by John Green. John Green : `Sibling`: Hank Green[Human]:  My friend just read An Abundance of Katherines and loved it. Can you recommend it for me too?  [Assistant]: Sure, it's by John Green and is Young adult fiction. Do you like that genre? [Human]: Not so much, but John Green is actually not bad. What else did he write?  Only provide the simplified text as the answer.",dialogue
859,Extract key content based on the background information and the conversation:Suresh Raina : `Sport played`: Cricket (Interest)[Human]: Do you know of Suresh Raina ? [Assistant]: Yes he is a Cricket player.  I have seen him on tv. [Human]: Didn't he play for the Chennai Super Kings? Only provide the simplified text as the answer.,dialogue
860,"Extract key content based on the background information and the conversation:Jason Cope starred in DreddDredd has genre Science FictionScience Fiction has examples: War of the Worlds[Human]: Do you know who Jason Cope is? [Assistant]: Jason Cope starred in District 9 and Dredd. Want to know more? [Human]: Yes, can you tell me more about Dredd? [Assistant]: Dredd is written by John Wagner and was a film released in 2012. Want to know more? [Human]: I think I've heard of Dredd. Is that a sci-fi thriller staring Wood Harris? Only provide the simplified text as the answer.",dialogue
861,"Extract key content based on the background information and the conversation:Vin Diesel starred in XXX. XXX is starring Tom EverettXXX : `~Film Executive Produced`: Vin Diesel. Vin Diesel starred in Riddick (Science Fiction Film)Vin Diesel starred in The Chronicles of Riddick. The Chronicles of Riddick is written by David Twohy[Human]: I like Vin Diesel. Can you recommend any of his movies? [Assistant]: XXX is a great movie. [Human]: Oh I like that one. Who else is in that film again? [Assistant]: Thomas Ian Griffith, Scott Waugh, and Tom Everett to name a few. [Human]: Is Vin Diesel also in Riddick? Only provide the simplified text as the answer.",dialogue
862,Extract key content based on the background information and the conversation:Under the Dome is written by Stephen King[Human]: Do you know of the book "Under the Dome"? [Assistant]: That was written by Stephen King and released in 2009 [Human]: I was wondering if it was a pretty good book. I am looking a a horror book. [Assistant]: The Stand is also written by Stephen King and is horror [Human]: Thanks for the recommendation. I will try that one. Only provide the simplified text as the answer.,dialogue
863,"Extract key content based on the background information and the conversation:Zombieland : `Sequel`: Zombieland 2[Human]: I like Zombieland [Assistant]: Did you know there was a sequel, Zombieland 2? [Human]: When was it released [Assistant]: I'm not too sure when it was released but it was directed by Ruben Fleischer [Human]: Thank you Only provide the simplified text as the answer.",dialogue
864,"Extract key content based on the background information and the conversation:Stephen R. Covey wrote The 7 Habits of Highly Effective PeopleThe 7 Habits of Highly Effective People has genre Self-helpSelf-help has examples: How to Win Friends and Influence People. How to Win Friends and Influence People is written by Dale Carnegie[Human]: Do you know who Stephen R. Covey is? [Assistant]: Yes, he is an author that wrote self-help books such as The 7 Habits of Highly Effective People [Human]: Interesting, are there any other self-help books similar to this? Only provide the simplified text as the answer.",dialogue
865,"Extract key content based on the background information and the conversation:The Godfather is starring Robert DuvallRobert Duvall wrote The Apostle. The Apostle is starring Todd AllenThe Apostle is written by Robert Duvall[Human]: I like the Godfather series, who acted in that movie? [Assistant]: Great series. Robert Duvall and Marlon Brando starred in the first Godfather movie. [Human]: I like Robert Duvall, wasnt he in True Grit as well, what else has he done? Only provide the simplified text as the answer.",dialogue
866,Extract key content based on the background information and the conversation:Toy Story is starring Tom HanksTom Hanks directed That Thing You Do!. That Thing You Do! is starring Tom Everett Scott[Human]: My son loves Toy Story. Who are some actors who are featured voiceovers? [Assistant]: Tom Hanks and Tim Allen [Human]: Thank you. I recognized Tom Hank's voice. Can you tell me another Tom Hanks movie for myself? I like comedy and drama movies [Assistant]: Larry Crowne and Castaway [Human]: They both sound interesting.I heard about That Thing You Do which Tom Hanks directed. What year was the movie released? Only provide the simplified text as the answer.,dialogue
867,"Extract key content based on the background information and the conversation:Todd Phillips wrote The Hangover Part II. The Hangover Part II is written by Scott Moore (Screenwriter)[Human]: Do you know of any movies that Todd Phillips directed? [Assistant]: Yes I do. He have tons of great work like The Hangover Part II which it is a comedy. Do you like comedy? [Human]: I do like comedy. Who was in The Hangover Part II? I can't remember if I watched that one. [Assistant]: Zach Galifianakis, Todd Phillips, Paul Giamatti, Nick Cassavetes and more great actors. Todd Philips also directed Old School. Have you seeing? [Human]: Don't think I watched it, but I will be sure to check it out. Thanks! Only provide the simplified text as the answer.",dialogue
868,"Extract key content based on the background information and the conversation:Duncan Jones wrote Moon (Film). Moon (Film) is starring Matt BerryMoon (Film) is starring Sam RockwellSam Rockwell starred in Galaxy Quest[Human]: Do you know who Duncan Jones is? [Assistant]: Yes, he was the writer for the film, Moon, which starred Matt Berry. Have you seen it? [Human]: Yes, it is great movie. Sam Rockwell is also starring in Moon. Could you recommend ani similar movie? Only provide the simplified text as the answer.",dialogue
869,Extract key content based on the background information and the conversation:Amy Poehler starred in Mean Girls. Mean Girls is produced by Lorne Michaels[Human]: I like Amy Poehler. Do you have author recommendations similar to her? [Assistant]: H. Jon Benjamin. anything else i can answer for you? [Human]: Any other books you'd recommend? Only provide the simplified text as the answer.,dialogue
870,"Extract key content based on the background information and the conversation:Station Eleven is written by Emily St. John Mandel[Human]: Do you know who has written Station Eleven [Assistant]: Yes I do, Emily St. John Mandel wrote it. [Human]: Can you tell what is it about? [Assistant]: I am not sure actually. I do know it was released in 2014 and was in English. [Human]: Do you recommend any other novel by Emily St. John Mandel  Only provide the simplified text as the answer.",dialogue
871,"Extract key content based on the background information and the conversation:Arsenal is a/an Sports Team. Sports Team has example: Los Angeles Dodgers[Human]: What do you know about Arsenal? [Assistant]: I know that they are a Venice soccer team or futebol team but I prefer baseball. You? [Human]: I don't know much about it. Are you familiar with Los Angeles Dodgers? [Assistant]: I know they have trying to get to the World Series these last 2 years, but my team are the Chicago Cubs. You like the Dodgers? [Human]: No, I like the Washington Redskins, thank you for the information. Only provide the simplified text as the answer.",dialogue
872,"Extract key content based on the background information and the conversation:Mike Starr starred in The Last DragonThe Last Dragon has genre Mockumentary[Human]: I like actor Mike Starr. Could you recommend films that he stars in? [Assistant]: He was in The Last Dragon and The Bodyguard.  Have you seen either of those? [Human]: I love The Bodyguard but I haven't seen The Last Dragon. can you tell me more about this movie? [Assistant]: It also stars William H. Macy.  It's considered a Mockumentary.  It looks pretty interesting.  Do you like comedies? [Human]: Yes, actually I thought it was a martial art film Only provide the simplified text as the answer.",dialogue
873,"Extract key content based on the background information and the conversation:Lost in Translation has genre Romantic comedy. Romantic comedy has examples: The Proposal[Human]: I like Lost In Translation. Do you know of any movies like it? [Assistant]: Sure, Do you like Romantic comedies?  [Human]: Yes, they're my favorite. [Assistant]: Then you might like, The Proposal. Its also a Romantic Comedy [Human]: Thanks. I'll check it out. Only provide the simplified text as the answer.",dialogue
874,Extract key content based on the background information and the conversation:Ann Brashares wrote The Last Summer (of You and Me)The Last Summer (of You and Me) is written by Ann Brashares. Ann Brashares wrote The Sisterhood of the Traveling PantsThe Sisterhood of the Traveling Pants : `~Part of series`: The Second Summer of the Sisterhood. The Second Summer of the Sisterhood has genre Young-adult fiction[Human]: Do you like Ann Brashares? [Assistant]: Yes! I love the Sisterhood books. Have you read them? I recommend The Last Summer (of You and Me) [Human]: It appears I've heard of it from somewhere. Do you know of any other books that she's written? Only provide the simplified text as the answer.,dialogue
875,Extract key content based on the background information and the conversation:Ariana Grande is a celebrity friend to Taylor SwiftTaylor Swift starred in Valentine's Day (Romantic comedy Film)Valentine's Day (Romantic comedy Film) is starring Taylor Swift[Human]: Do you listen to Ariana Grande's music? [Assistant]: Only when it comes on the radio. I do like her friends music Taylor Swift! [Human]: I like Taylor Swift more too. She was great in Valentine's Day. I love that film. What is your favorite song of her? Only provide the simplified text as the answer.,dialogue
876,"Extract key content based on the background information and the conversation:Beverly D'Angelo starred in Eye for an Eye. Eye for an Eye has genre Psychological thrillerEye for an Eye is starring Beverly D'AngeloBeverly D'Angelo starred in Eye for an Eye. Eye for an Eye is written by Erika Holzer[Human]: Can you recommend me an actor similar to Beverly D'Angelo. [Assistant]: Beverly D'Angela has been in a variety of movies including comedies, dramas and psychological thrillers. What do you prefer? [Human]: I prefer thrillers Only provide the simplified text as the answer.",dialogue
877,"Extract key content based on the background information and the conversation:The Godfather: Part III is starring Al PacinoAl Pacino starred in The Recruit. The Recruit is starring Colin FarrellThe Recruit is starring Colin Farrell[Human]: Do you know if the same actors play in The Godfather: Part III as Part 1? [Assistant]: Certainly, Al Pacino and Bridget Fonda are known for their roles in The Godfather. Do you like Al Pacino? [Human]: I love Al! Do you know of any other good movies he plays in? [Assistant]: So many movies. The Recruit and The Panic in Needle Park. [Human]: Is The recruit the one with Colin Farrell? Only provide the simplified text as the answer.",dialogue
878,"Extract key content based on the background information and the conversation:Jonathan Levine directed The Wackness. The Wackness is starring Jane Adams[Human]: What movies did Jonathan Levine direct ? [Assistant]: He wrote and directed The Wackness which is a comedy starring Jane Adams. Have you seen this one? [Human]: I have not seen that one, could you tell me who else is in it? [Assistant]: It also stars Mary-Kate Olsen and Aaron Yoo [Human]: Was that recently released ? Only provide the simplified text as the answer.",dialogue
879,Extract key content based on the background information and the conversation:Olivier Megaton directed Taken 3. Taken 3 is starring Liam NeesonTaken 3 is starring Jon GriesJon Gries starred in Taken 3[Human]: I really like Olivier Megaton.  Can you recommend something for me? [Assistant]: Olivier Megaton directed Taken 3 starring Liam Neeson ad the thriller Columbiana  [Human]: Who else is in that movie? Only provide the simplified text as the answer.,dialogue
880,Extract key content based on the background information and the conversation:Fifty Shades Darker is written by E.L. JamesE.L. James wrote Fifty Shades FreedFifty Shades Freed : `~Next in series`: Fifty Shades Darker. Fifty Shades Darker : `~Next in series`: Fifty Shades of Grey[Human]: Do you like Fifty Shades Darker [Assistant]: I am not a fan of this genre. It's an  Erotic romance novel written by E.L. James. You'll like Fifty Shades Freed too. [Human]: Yes E.L. James also wrote Fifty Shades Freed. I am not really a fan of that genre either though Only provide the simplified text as the answer.,dialogue
881,"Extract key content based on the background information and the conversation:Green Bay Packers : `~Team coached`: Mike McCarthyMike McCarthy : `Team coached`: Green Bay Packers[Human]: I think the Green Bay Packers are overrated this year, what do you think? [Assistant]: Mike Mcarthy just got fired. I do not think they are over rated though.  [Human]: Do you think firing Mike McCarthy will fix their recent problems or is it overreaction? Only provide the simplified text as the answer.",dialogue
882,"Extract key content based on the background information and the conversation:Scott O'Dell wrote Island of the Blue DolphinsIsland of the Blue Dolphins has genre Children's literatureChildren's literature has examples: The Witch of Blackbird Pond. The Witch of Blackbird Pond is written by Elizabeth George Speare[Human]: Do you know what Scott O'Dell has done? [Assistant]: Yes, he wrote Island of the blue Dolphins which won a Newbery Medal. [Human]: When did that come out and what were the genres associated with it? Only provide the simplified text as the answer.",dialogue
883,"Extract key content based on the background information and the conversation:Shelley Duvall starred in Time Bandits. Time Bandits has genre Comedy[Human]: Could you reccommend a good drama with Shelley Duvall [Assistant]: Shelley Duvall starred in Time Bandits. Do you like comedies? [Human]: I love comedies, especially drama comedies! what else is good I already saw that one [Assistant]: You might also enjoy the movie What Happens In Vegas starring Cameron Diaz. Do you like that actress? [Human]: Oh my god LOVE Cameron Diaz I have to see this movie, what else does she play in Only provide the simplified text as the answer.",dialogue
884,"Extract key content based on the background information and the conversation:Dave McKean wrote The Sandman: Endless Nights[Human]: I like to read. Can you give me some information on the author, Dave McKean?  [Assistant]: I love reading too. Dave McKean wrote The Sandman: Endless Nights and The Graveyard Book. Are you interested in fantasy books? [Human]: I have not read any fantasy books. They do interest me though. Can you tell me a little more about The Sandman: Endless Nights? [Assistant]: Sure. The Sandman: Endless Nights reveals the legend of the Endless, a family of magical and mythical beings who exist and interact in the real world. Born at the beginning of time, Destiny, Death, Dream, Desire, Despair, Delirium, and Destruction are seven brothers and sisters who each lord over their respective realms.  [Human]: Wow! That does sound quite interesting, thank you for the information. I will get it. Only provide the simplified text as the answer.",dialogue
885,"Extract key content based on the background information and the conversation:Peter Gallagher starred in The O.C.. The O.C. has genre Teen dramaThe O.C. is starring Tate DonovanTate Donovan starred in Good Night, and Good Luck[Human]: Do you know Peter Gallagher? [Assistant]: Yes. He is an actor, starred in The O.C., While You Were Sleeping and many more. Are you a fan of him? [Human]: Yes I liked him in The O.C. Tate Donovan was also in that movie.  Only provide the simplified text as the answer.",dialogue
886,"Extract key content based on the background information and the conversation:Harry Potter and the Philosopher's Stone is directed by Chris Columbus. Chris Columbus wrote Gremlins[Human]: I love the book Harry Potter and the Philosopher's Stone, do you know of any similar ? [Assistant]: There is one called Gremlins, directed by Chris Columbus who also directed Harry Potter and the Philosopher's Stone. [Human]: Was Gremlins based on a book like the Harry Potter series ? [Assistant]: I could not find any information regarding that. Sorry. [Human]: No problem, thank you for the recommendation though. Only provide the simplified text as the answer.",dialogue
887,"Extract key content based on the background information and the conversation:M. Night Shyamalan wrote Unbreakable. Unbreakable is starring Spencer Treat Clark[Human]: Could you recommend some films directed by M. Night Shyamalan? [Assistant]: Yes, M. Night Shyamalan wrote Unbreakable.  [Human]: Did he also direct that film? [Assistant]: Yes, he also directed Unbreakable.  [Human]: What genre of film is it? Only provide the simplified text as the answer.",dialogue
888,Extract key content based on the background information and the conversation:Arizona Cardinals : `~Team`: NFC WestNFC West : `~Division`: Arizona Cardinals. Arizona Cardinals : `~Drafted`: Larry Fitzgerald[Human]: Do you like the Arizona Cardinals? [Assistant]: I really like them out of all the NFC West. I like Larry Fitzgerald is one of my favorites. I'm sad that he's at the end of his career but happy that he had a good run.  [Human]: Fitzgerald's done pretty well for my fantasy team this year. What's your favorite team? Only provide the simplified text as the answer.,dialogue
889,Extract key content based on the background information and the conversation:Ato Essandoh starred in Saving Face[Human]: Could you suggest movies starring Ato Essandoh? [Assistant]: He starred in Saving Face and  Nights in Rodanthe. [Human]: What genre is Saving Face? [Assistant]: That is a romantic short film that also stars Joan Chen. [Human]: Thanks. I'll check it out Only provide the simplified text as the answer.,dialogue
890,Extract key content based on the background information and the conversation:Anthony Heald starred in The ClientThe Client is starring William H. MacyWilliam H. Macy starred in Door to Door. Door to Door is starring Kathy Baker[Human]: what movies do you have that  Anthony Heald plays in? [Assistant]: Anthony Heald starred in The Silence of the Lambs and The Client. Heard of either of these films? [Human]: Doesn't William H. Macy also stars in The Client? Only provide the simplified text as the answer.,dialogue
891,"Extract key content based on the background information and the conversation:Jonathan Mostow directed SurrogatesSurrogates is starring Taylor ColeTaylor Cole starred in The Violent Kind[Human]: Could you recommend a movie directed by Jonathan Mostow?  [Assistant]: Have you see Surrogates?  He directed that. [Human]: No I have not, who stars in it? Only provide the simplified text as the answer.",dialogue
892,"Extract key content based on the background information and the conversation:Ma Long : `Sport played`: Table tennisTable tennis : `Olympic game contested`: The London 2012 Summer OlympicsThe London 2012 Summer Olympics : `~Participation in Relay`: Wang Leehom[Human]: Do you know Ma Long? [Assistant]: I have heard the Ma Long is an athlete of sorts, and is known for table tennis it seems. [Human]: I like to call it ping pong! Wasn't he is the olympics in 2012? Only provide the simplified text as the answer.",dialogue
